catalog_index,catalog_id,material_no,master_category,name,category,thickness_mm,weight_kg_m2,ra_dba,source_ref,r_63_hz,r_125_hz,r_250_hz,r_500_hz,r_1000_hz,r_2000_hz,spectrum_ok,supplier,phone,buildup,cavity_fill,laminate,glass_t1_mm,glass_cavity_mm,glass_t2_mm,rqa_dba,c_dm3_s,dna_dba,height_mm,depth_mm,length_mm,sh_mm,doorlaat_m2_m,source
1460,D02780,2780,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,29.6,33.2,32.4,40.4,40.8,43.4,True,,,,,,,,,6.7,7.4,38.0,20.0,0.0,,,,catalogusGG.pdf
1461,D02781,2781,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,28.8,32.4,31.6,39.6,40.0,42.6,True,,,,,,,,,6.7,8.9,37.2,20.0,0.0,,,,catalogusGG.pdf
1462,D02782,2782,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,28.0,31.6,30.8,38.8,39.2,41.8,True,,,,,,,,,6.7,10.6,36.4,20.0,0.0,,,,catalogusGG.pdf
1463,D02783,2783,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,27.2,30.8,30.0,38.0,38.4,41.0,True,,,,,,,,,6.8,12.9,35.6,20.0,0.0,,,,catalogusGG.pdf
1464,D02784,2784,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,26.3,29.9,29.1,37.1,37.5,40.1,True,,,,,,,,,6.7,15.7,34.7,20.0,0.0,,,,catalogusGG.pdf
1465,D02785,2785,Ventilatievoorzieningen,Acoustair AGV type ...,,,,,van Dorsser BV. rap...,25.6,29.2,28.4,36.4,36.8,39.4,True,,,,,,,,,6.6,18.2,34.0,20.0,0.0,,,,catalogusGG.pdf
1466,D02786,2786,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,29.6,33.2,32.4,40.4,40.8,43.4,True,,,,,,,,,6.8,7.5,38.0,20.0,0.0,,,,catalogusGG.pdf
1467,D02787,2787,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,28.8,32.4,31.6,39.6,40.0,42.6,True,,,,,,,,,6.8,9.0,37.2,20.0,0.0,,,,catalogusGG.pdf
1468,D02788,2788,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,28.0,31.6,30.8,38.8,39.2,41.8,True,,,,,,,,,6.7,10.7,36.4,20.0,0.0,,,,catalogusGG.pdf
1469,D02789,2789,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,27.2,30.8,30.0,38.0,38.4,41.0,True,,,,,,,,,6.8,13.0,35.6,20.0,0.0,,,,catalogusGG.pdf
1470,D02790,2790,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,26.3,29.9,29.1,37.1,37.5,40.1,True,,,,,,,,,6.7,15.8,34.7,20.0,0.0,,,,catalogusGG.pdf
1471,D02791,2791,Ventilatievoorzieningen,Acoustair AGV 2000...,,,,,van Dorsser BV. rap...,25.6,29.2,28.4,36.4,36.8,39.4,True,,,,,,,,,6.7,18.3,34.0,20.0,0.0,,,,catalogusGG.pdf
1472,D02792,2792,Ventilatievoorzieningen,Acoustair Aeropac SN,,,,,Kramer Schalltechni...,34.6,44.5,39.1,44.2,51.9,53.6,True,,,,,,,,,17.4,16.7,45.2,0.0,0.0,,,,catalogusGG.pdf
1473,D02810,2810,Ventilatievoorzieningen,Renson Multicoust 1...,,,,,A-2016_ES_74-H06...,31.3,35.5,28.9,29.5,37.2,41.4,True,,,,,,,,,4.7,14.0,33.3,0.0,0.0,,,,catalogusGG.pdf
1474,D02811,2811,Ventilatievoorzieningen,Renson Multicoust 1...,,,,,A-2016_ES_74-H06...,31.3,35.4,28.8,29.6,36.8,40.7,True,,,,,,,,,5.8,18.0,33.2,0.0,0.0,,,,catalogusGG.pdf
1475,D02812,2812,Ventilatievoorzieningen,Renson Multicoust 2...,,,,,A-2016_ES_74-H06...,30.7,35.0,28.6,29.3,35.3,37.5,True,,,,,,,,,5.9,21.7,32.5,0.0,0.0,,,,catalogusGG.pdf
1476,D02856,2856,Ventilatievoorzieningen,Duco Twin 50 Medio...,,,,,Cauberg - Huygen ...,28.1,29.0,29.9,28.8,30.2,29.1,True,,,,,,,,,0.8,13.5,29.5,50.0,0.0,,,,catalogusGG.pdf
1477,D02857,2857,Ventilatievoorzieningen,Duco Twin 50 Largo ...,,,,,Cauberg-Huygen 2...,28.9,29.7,30.5,24.9,29.3,28.4,True,,,,,,,,,-0.5,14.5,27.9,50.0,0.0,,,,catalogusGG.pdf
1478,D02858,2858,Ventilatievoorzieningen,Duco Flat 12 'ZR' [1],,,,,rapport PEUTZ A 1...,27.1,27.2,27.3,24.3,25.6,27.3,True,,,,,,,,,-3.5,11.5,25.9,95.0,0.0,,,,catalogusGG.pdf
1479,D02860,2860,Ventilatievoorzieningen,Duco Twin 120 Cort...,,,,,Peutz A 2016-1-RA ...,30.1,30.2,28.8,30.4,34.4,37.5,True,,,,,,,,,3.3,11.9,32.5,,,,,,catalogusGG.pdf
1480,D02861,2861,Ventilatievoorzieningen,Duco Twin 120 Bass...,,,,,Peutz A 2016-1-RA ...,29.8,29.3,27.0,28.4,36.8,39.4,True,,,,,,,,,3.1,13.4,31.8,,,,,,catalogusGG.pdf
1481,D02862,2862,Ventilatievoorzieningen,Duco Twin 120 Medi...,,,,,Peutz A 2016-1-RA ...,30.5,30.9,28.5,31.8,41.1,46.1,True,,,,,,,,,5.8,13.6,34.5,,,,,,catalogusGG.pdf
1482,D02863,2863,Ventilatievoorzieningen,Duco Twin 120 Alto '...,,,,,Peutz A 2016-1-RA ...,29.0,30.5,29.0,33.5,43.2,47.6,True,,,,,,,,,6.6,13.3,35.3,,,,,,catalogusGG.pdf
1483,D02864,2864,Ventilatievoorzieningen,Duco Twin 120 Larg...,,,,,Peutz A 2016-1-RA ...,29.3,31.5,31.1,36.0,46.5,52.8,True,,,,,,,,,8.6,13.4,37.3,,,,,,catalogusGG.pdf
1484,D02865,2865,Ventilatievoorzieningen,Duco Twin 120 Cort...,,,,,Peutz A 2016-1-RA ...,30.1,29.9,27.9,29.5,33.6,33.0,True,,,,,,,,,4.0,18.6,31.3,,,,,,catalogusGG.pdf
1485,D02866,2866,Ventilatievoorzieningen,Duco Twin 120 Bass...,,,,,Peutz A 2016-1-RA ...,30.0,29.2,25.7,27.7,36.2,33.4,True,,,,,,,,,3.1,18.2,30.5,,,,,,catalogusGG.pdf
1486,D02867,2867,Ventilatievoorzieningen,Duco Twin 120 Medi...,,,,,Peutz A 2016-1-RA ...,29.7,29.4,26.0,28.9,35.8,33.1,True,,,,,,,,,3.6,18.2,31.0,,,,,,catalogusGG.pdf
1487,D02868,2868,Ventilatievoorzieningen,Duco Twin 120 Alto '...,,,,,Peutz A 2016-1-RA ...,29.4,29.6,26.2,30.1,38.8,37.7,True,,,,,,,,,5.0,18.7,32.3,,,,,,catalogusGG.pdf
1488,D02869,2869,Ventilatievoorzieningen,Duco Twin 120 Larg...,,,,,Peutz A 2016-1-RA ...,28.9,30.4,27.5,33.4,40.4,41.6,True,,,,,,,,,6.9,18.5,34.2,,,,,,catalogusGG.pdf
1489,D02905,2905,Ventilatievoorzieningen,Duco Reno Top 60 Z...,,,,,Cauberg Huygen 20...,25.4,27.1,28.8,26.7,29.0,31.1,True,,,,,,,,,-0.6,12.1,28.6,,,,,,catalogusGG.pdf
1490,D02906,2906,Ventilatievoorzieningen,Duco Reno Top 60 Z...,,,,,Cauberg-Huygen 2...,25.1,27.0,28.9,26.8,29.9,36.0,True,,,,,,,,,0.2,12.1,29.4,,,,,,catalogusGG.pdf
1491,D02923,2923,Ventilatievoorzieningen,Duco GlasMax 10 Z...,glas,,,,Peutz A 2198-1-RA-...,36.3,33.7,31.1,28.6,39.2,46.4,True,,,,,,,,,5.7,15.9,33.7,,,,,,catalogusGG.pdf
1492,D02924,2924,Ventilatievoorzieningen,Duco GlasMax 15 Z...,glas,,,,Peutz A 2198-1-RA-...,34.8,32.9,31.0,27.9,36.2,40.5,True,,,,,,,,,5.9,21.1,32.6,,,,,,catalogusGG.pdf
1493,D02925,2925,Ventilatievoorzieningen,Duco GlasMax 20 Z...,glas,,,,Peutz A 2198-1-RA-...,35.3,33.2,31.1,27.9,34.8,38.6,True,,,,,,,,,6.1,24.1,32.3,,,,,,catalogusGG.pdf
1494,D02926,2926,Ventilatievoorzieningen,Duco GlasMax 25 Z...,glas,,,,Cauberg Huygen 20...,22.7,24.7,26.7,24.9,26.8,28.0,True,,,,,,,,,0.9,28.6,26.4,,,,,,catalogusGG.pdf
1495,D02927,2927,Ventilatievoorzieningen,RoofMax ZR [1],,,,,Peutz BA 1944-2-R...,37.9,35.1,29.3,29.6,35.7,47.7,True,,,,,,,,,3.1,9.5,33.3,0.0,0.0,,,,catalogusGG.pdf
1496,D02934,2934,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,37.3,38.4,33.5,40.7,45.9,47.5,True,,,,,,,,,12.2,14.1,40.7,0.0,0.0,,,,catalogusGG.pdf
1497,D02935,2935,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,37.9,37.8,30.7,37.6,41.0,41.5,True,,,,,,,,,10.7,20.9,37.5,0.0,0.0,,,,catalogusGG.pdf
1498,D02936,2936,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,39.3,38.2,30.7,36.1,37.0,39.5,True,,,,,,,,,9.7,23.4,36.0,0.0,0.0,,,,catalogusGG.pdf
1499,D02937,2937,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,39.8,37.8,29.4,33.8,35.9,38.6,True,,,,,,,,,9.0,27.2,34.6,0.0,0.0,,,,catalogusGG.pdf
1500,D02938,2938,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,36.1,38.4,35.1,43.0,48.3,50.6,True,,,,,,,,,13.7,13.9,42.3,0.0,0.0,,,,catalogusGG.pdf
1501,D02939,2939,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,37.1,38.3,33.5,40.8,44.7,47.6,True,,,,,,,,,13.7,20.5,40.6,0.0,0.0,,,,catalogusGG.pdf
1502,D02940,2940,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,39.2,39.1,32.9,39.0,43.8,47.2,True,,,,,,,,,13.4,23.1,39.8,0.0,0.0,,,,catalogusGG.pdf
1503,D02941,2941,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,38.9,37.6,29.6,35.0,38.4,42.9,True,,,,,,,,,10.3,26.9,36.0,0.0,0.0,,,,catalogusGG.pdf
1504,D02942,2942,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,34.5,38.0,36.4,45.0,51.5,53.5,True,,,,,,,,,14.8,13.6,43.5,0.0,0.0,,,,catalogusGG.pdf
1505,D02943,2943,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,34.9,37.9,34.8,43.9,48.8,51.6,True,,,,,,,,,15.3,20.1,42.2,0.0,0.0,,,,catalogusGG.pdf
1506,D02944,2944,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,35.8,37.3,32.3,40.3,44.4,49.3,True,,,,,,,,,13.3,22.7,39.7,0.0,0.0,,,,catalogusGG.pdf
1507,D02945,2945,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,36.2,36.9,30.7,38.3,41.9,48.0,True,,,,,,,,,12.3,26.6,38.1,0.0,0.0,,,,catalogusGG.pdf
1508,D02946,2946,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,32.7,37.6,39.0,47.4,54.0,57.4,True,,,,,,,,,16.0,13.4,44.7,0.0,0.0,,,,catalogusGG.pdf
1509,D02947,2947,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,32.7,37.1,37.0,45.9,51.2,55.7,True,,,,,,,,,16.4,19.7,43.5,0.0,0.0,,,,catalogusGG.pdf
1510,D02948,2948,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,34.2,37.6,35.0,44.5,47.4,53.7,True,,,,,,,,,15.7,22.4,42.2,0.0,0.0,,,,catalogusGG.pdf
1511,D02949,2949,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,34.2,36.4,33.2,40.9,44.4,50.8,True,,,,,,,,,14.4,26.3,40.2,0.0,0.0,,,,catalogusGG.pdf
1512,D02950,2950,Ventilatievoorzieningen,Renson VariaCoust ...,,,,,Samenvattend rapp...,30.5,37.6,41.3,51.9,55.8,59.2,True,,,,,,,,,16.2,13.1,45.1,0.0,0.0,,,,catalogusGG.pdf
1513,D02951,2951,Ventilatievoorzieningen,Duco DoorVent [1],,,,,PEUTZ A 1902-2 d....,37.6,36.6,35.6,30.7,28.5,35.7,True,,,,,,,,,-2.5,4.7,30.8,58.0,47.0,,,,catalogusGG.pdf
1514,D02952,2952,Ventilatievoorzieningen,Duco DucoLine 10 '...,,,,,Cauberg-Huygen 2...,24.6,26.4,28.0,30.0,24.7,29.4,True,,,,,,,,,-3.0,10.7,26.7,100.0,0.0,,,,catalogusGG.pdf
1515,D02953,2953,Ventilatievoorzieningen,Duco DucoLine 17 '...,,,,,Cauberg-Huygen 2...,22.0,24.7,27.4,28.5,24.7,28.3,True,,,,,,,,,-1.4,17.4,26.2,100.0,0.0,,,,catalogusGG.pdf
1516,D02954,2954,Ventilatievoorzieningen,Duco DucoLine 23 '...,,,,,Cauberg-Huygen 2...,20.9,23.9,26.9,28.1,24.5,26.3,True,,,,,,,,,-0.9,22.6,25.5,100.0,0.0,,,,catalogusGG.pdf
1517,D02955,2955,Ventilatievoorzieningen,Duco Silenzio 'ZR' [1],,,,,PEUTZ A 2311-1-R...,25.8,27.8,27.5,31.9,46.2,56.8,True,,,,,,,,,5.9,16.6,33.7,,,,,,catalogusGG.pdf
1518,D02956,2956,Ventilatievoorzieningen,Duco Silenzio 'ZR' A...,,,,,PEUTZ A 231-1-RA...,31.9,35.5,36.3,42.7,65.4,70.7,True,,,,,,,,,12.1,9.0,42.5,,,,,,catalogusGG.pdf
1519,D02957,2957,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,30.9,29.9,29.0,22.4,24.3,29.8,True,,,,,,,,,-3.8,12.9,25.1,60.0,88.0,,,,catalogusGG.pdf
1520,D02958,2958,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.6,30.3,28.4,22.9,24.7,27.7,True,,,,,,,,,-3.7,12.9,25.2,,,,,,catalogusGG.pdf
1521,D02959,2959,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,28.8,30.5,28.5,23.5,25.7,27.7,True,,,,,,,,,-3.1,12.6,25.9,,,,,,catalogusGG.pdf
1522,D02960,2960,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.4,30.4,28.1,23.4,26.5,28.5,True,,,,,,,,,-2.7,12.8,26.3,,,,,,catalogusGG.pdf
1523,D02961,2961,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.9,30.3,28.2,24.0,26.2,28.7,True,,,,,,,,,-2.5,13.0,26.4,,,,,,catalogusGG.pdf
1524,D02962,2962,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.0,31.2,27.8,24.3,26.7,29.4,True,,,,,,,,,-2.1,12.8,26.8,,,,,,catalogusGG.pdf
1525,D02963,2963,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.4,31.5,29.0,22.4,25.9,34.2,True,,,,,,,,,-2.6,13.5,26.1,,,,,,catalogusGG.pdf
1526,D02964,2964,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,29.8,32.2,30.0,23.8,27.6,34.9,True,,,,,,,,,-1.2,13.3,27.6,,,,,,catalogusGG.pdf
1527,D02965,2965,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,30.0,32.4,30.1,24.2,28.9,35.7,True,,,,,,,,,-0.6,13.0,28.3,,,,,,catalogusGG.pdf
1528,D02966,2966,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,30.8,33.3,30.3,25.5,30.7,38.0,True,,,,,,,,,0.9,13.1,29.7,,,,,,catalogusGG.pdf
1529,D02967,2967,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,31.8,33.9,30.3,26.3,31.7,41.1,True,,,,,,,,,1.7,12.9,30.6,,,,,,catalogusGG.pdf
1530,D02968,2968,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,31.5,33.8,29.7,26.5,31.6,39.4,True,,,,,,,,,1.5,12.6,30.5,,,,,,catalogusGG.pdf
1531,D02969,2969,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,30.5,33.2,30.8,24.7,27.6,36.3,True,,,,,,,,,-2.4,8.9,28.1,60.0,88.0,,,,catalogusGG.pdf
1532,D02970,2970,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,30.7,34.4,31.5,26.3,30.4,40.9,True,,,,,,,,,-0.6,8.3,30.2,,,,,,catalogusGG.pdf
1533,D02971,2971,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,32.7,34.7,32.1,28.1,32.8,43.0,True,,,,,,,,,1.2,8.1,32.1,,,,,,catalogusGG.pdf
1534,D02972,2972,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,33.1,35.0,31.7,29.2,33.1,41.9,True,,,,,,,,,1.8,8.1,32.7,,,,,,catalogusGG.pdf
1535,D02973,2973,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,33.6,35.9,32.5,31.1,36.5,47.9,True,,,,,,,,,3.8,7.7,34.9,,,,,,catalogusGG.pdf
1536,D02974,2974,Ventilatievoorzieningen,Duco DucoTop 60 'Z...,,,,,PEUTZ A 2431-1-R...,33.6,36.8,33.7,32.4,38.8,49.3,True,,,,,,,,,5.4,7.9,36.4,,,,,,catalogusGG.pdf
1537,D02975,2975,Ventilatievoorzieningen,Duco RoofMax 'ZR' [1],,,,,Peutz BA 1944-2-R...,37.7,35.1,29.0,30.0,35.7,47.7,True,,,,,,,,,3.2,9.5,33.5,0.0,0.0,,,,catalogusGG.pdf
1538,D03131,3131,Ventilatievoorzieningen,Buva SusStream Ko...,,,,,Buva,31.0,39.2,42.9,55.6,65.6,63.1,True,,,,,,,,,16.8,11.1,46.3,,,,,,catalogusGG.pdf
1539,D03132,3132,Ventilatievoorzieningen,Buva SusStream Ko...,,,,,Buva,32.1,38.0,38.3,49.8,63.7,58.0,True,,,,,,,,,16.4,14.8,44.7,,,,,,catalogusGG.pdf
1540,D03133,3133,Ventilatievoorzieningen,Buva SusStream Ko...,,,,,Buva,34.3,37.2,35.3,43.1,57.6,53.9,True,,,,,,,,,15.8,20.5,42.6,,,,,,catalogusGG.pdf
1541,D03134,3134,Ventilatievoorzieningen,Buva SusStream Ko...,,,,,Buva,35.6,36.4,32.0,38.1,54.8,50.6,True,,,,,,,,,13.7,26.3,39.5,,,,,,catalogusGG.pdf
1542,D03142,3142,Ventilatievoorzieningen,Ventilatie RMG2012,,,,,Rekenmethode RM...,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,catalogusGG.pdf
1543,D03180,3180,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,33.5,31.5,31.6,40.6,45.9,40.4,True,,,,,,,,,9.2,13.0,38.1,,,,,,catalogusGG.pdf
1544,D03181,3181,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,30.9,29.2,28.9,35.0,40.1,37.9,True,,,,,,,,,7.9,20.7,34.8,,,,,,catalogusGG.pdf
1545,D03182,3182,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,29.9,28.6,27.9,32.7,38.5,36.8,True,,,,,,,,,7.8,26.9,33.5,,,,,,catalogusGG.pdf
1546,D03183,3183,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,29.4,28.0,27.3,31.8,37.0,35.2,True,,,,,,,,,7.6,32.0,32.6,,,,,,catalogusGG.pdf
1547,D03184,3184,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,33.2,32.5,31.2,42.8,48.5,45.9,True,,,,,,,,,9.4,11.2,38.9,,,,,,catalogusGG.pdf
1548,D03185,3185,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,31.5,30.7,28.4,37.2,42.6,43.3,True,,,,,,,,,8.3,17.7,35.8,,,,,,catalogusGG.pdf
1549,D03186,3186,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,30.7,29.1,26.8,35.6,40.8,41.6,True,,,,,,,,,8.3,25.6,34.2,,,,,,catalogusGG.pdf
1550,D03187,3187,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,29.9,28.6,26.2,33.7,38.6,39.8,True,,,,,,,,,8.1,30.8,33.2,,,,,,catalogusGG.pdf
1551,D03188,3188,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,36.9,32.4,30.7,44.8,52.3,50.2,True,,,,,,,,,9.9,11.9,39.1,,,,,,catalogusGG.pdf
1552,D03189,3189,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,34.8,30.7,28.6,39.1,45.9,47.1,True,,,,,,,,,9.1,17.5,36.6,,,,,,catalogusGG.pdf
1553,D03190,3190,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,33.4,30.2,27.2,36.7,43.5,44.5,True,,,,,,,,,9.4,26.3,35.2,,,,,,catalogusGG.pdf
1554,D03191,3191,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,32.3,29.7,26.2,35.1,41.0,42.1,True,,,,,,,,,8.7,29.7,34.0,,,,,,catalogusGG.pdf
1555,D03192,3192,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,41.5,34.8,36.2,45.5,54.4,56.1,True,,,,,,,,,14.1,11.9,43.4,,,,,,catalogusGG.pdf
1556,D03193,3193,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,38.4,32.2,31.5,39.0,45.6,48.6,True,,,,,,,,,11.2,17.9,38.6,,,,,,catalogusGG.pdf
1557,D03194,3194,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,36.9,30.9,28.6,36.3,44.0,45.0,True,,,,,,,,,10.4,26.9,36.1,,,,,,catalogusGG.pdf
1558,D03195,3195,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,36.7,30.8,28.1,34.0,39.3,41.9,True,,,,,,,,,9.4,28.9,34.8,,,,,,catalogusGG.pdf
1559,D03196,3196,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,33.5,31.5,31.6,40.6,45.9,40.4,True,,,,,,,,,7.7,9.1,38.1,,,,,,catalogusGG.pdf
1560,D03197,3197,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,30.9,29.2,28.9,35.0,40.1,37.9,True,,,,,,,,,6.4,14.5,34.8,,,,,,catalogusGG.pdf
1561,D03198,3198,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,29.9,28.6,27.9,32.7,38.5,36.8,True,,,,,,,,,5.9,17.5,33.5,,,,,,catalogusGG.pdf
1562,D03199,3199,Ventilatievoorzieningen,Duco DucoMax Cort...,,,,,Contactpersoon duc...,29.4,28.0,27.3,31.8,37.0,35.2,True,,,,,,,,,5.7,20.8,32.6,,,,,,catalogusGG.pdf
1563,D03200,3200,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,33.2,32.5,31.2,42.8,48.5,45.9,True,,,,,,,,,7.8,7.8,38.9,,,,,,catalogusGG.pdf
1564,D03201,3201,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,31.5,30.7,28.4,37.2,42.6,43.3,True,,,,,,,,,6.8,12.4,35.8,,,,,,catalogusGG.pdf
1565,D03202,3202,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,30.7,29.1,26.8,35.6,40.8,41.6,True,,,,,,,,,6.6,17.2,34.2,,,,,,catalogusGG.pdf
1566,D03203,3203,Ventilatievoorzieningen,Duco DucoMax Med...,,,,,Contactpersoon duc...,29.9,28.6,26.2,33.7,38.6,39.8,True,,,,,,,,,6.2,20.0,33.2,,,,,,catalogusGG.pdf
1567,D03204,3204,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,36.9,32.4,30.7,44.8,52.3,50.2,True,,,,,,,,,8.3,8.3,39.1,,,,,,catalogusGG.pdf
1568,D03205,3205,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,34.8,30.7,28.6,39.1,45.9,47.1,True,,,,,,,,,7.5,12.3,36.6,,,,,,catalogusGG.pdf
1569,D03206,3206,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,33.4,30.2,27.2,36.7,43.5,44.5,True,,,,,,,,,7.5,17.1,35.2,,,,,,catalogusGG.pdf
1570,D03207,3207,Ventilatievoorzieningen,Duco DucoMax Alto ...,,,,,Contactpersoon duc...,32.3,29.7,26.2,35.1,41.0,42.1,True,,,,,,,,,6.8,19.3,34.0,,,,,,catalogusGG.pdf
1571,D03208,3208,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,41.5,34.8,36.2,45.5,54.4,56.1,True,,,,,,,,,12.6,8.3,43.4,,,,,,catalogusGG.pdf
1572,D03209,3209,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,38.4,32.2,31.5,39.0,45.6,48.6,True,,,,,,,,,9.6,12.5,38.6,,,,,,catalogusGG.pdf
1573,D03210,3210,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,36.9,30.9,28.6,36.3,44.0,45.0,True,,,,,,,,,8.6,17.5,36.1,,,,,,catalogusGG.pdf
1574,D03211,3211,Ventilatievoorzieningen,Duco DucoMax Larg...,,,,,Contactpersoon duc...,36.7,30.8,28.1,34.0,39.3,41.9,True,,,,,,,,,7.5,18.8,34.8,,,,,,catalogusGG.pdf
1575,D03212,3212,Ventilatievoorzieningen,Duco SkyMax Corto ...,,,,,Contactpersoon Be...,33.5,31.5,31.6,40.6,45.9,40.4,True,,,,,,,,,9.2,13.0,38.1,,,,,,catalogusGG.pdf
